table_catalog;table_schema;table_name;column_name;ordinal_position;column_default;is_nullable;data_type;character_maximum_length;character_octet_length;numeric_precision;numeric_precision_radix;numeric_scale;datetime_precision;character_set_catalog;character_set_schema;character_set_name;collation_catalog;collation_schema;collation_name;domain_catalog;domain_schema;domain_name
XpoMaster;orders;CarrierRateConfirmation;CarrierRateConfirmationId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;CarrierRateConfirmation;RateConfirmationId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;CarrierRateConfirmation;TripId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;CarrierRateConfirmation;CarrierId;4;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;CarrierId;2;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;Bid;3;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;Offer;4;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LoadNo;5;;YES;varchar;25;25;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;Notes;6;;YES;varchar;5000;5000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;IsPrivate;7;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityReasonTypeId;8;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityTypeId;9;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityResultTypeId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;OriginMetaDataId;11;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityReasonType;12;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityResultType;13;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;ActivityType;14;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;CreatedBy;15;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;CreatedDate;16;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;UpdatedBy;17;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;UpdatedDate;18;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchId;19;;YES;uniqueidentifier;;;;;;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchOrigin;20;;YES;varchar;128;128;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchDestination;21;;YES;varchar;128;128;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchOriginSearchRadius;22;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchDestinationSearchRadius;23;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchPickupStartDate;24;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchPickupEndDate;25;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchEquipmentCategories;26;;YES;varchar;1028;1028;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_CarrierActivityDetail;LaneSearchOrderTypes;27;;YES;varchar;1028;1028;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCharge;BillingChargeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;ediout;v_BillingCharge;BillingInvoiceId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;ediout;v_BillingCharge;TransactionAmount;3;;NO;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;ediout;v_BillingCharge;ChargeMethodType;4;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCharge;ChargeCode;5;;YES;varchar;15;15;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCharge;Description;6;;YES;varchar;2051;2051;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCharge;Rate;7;;YES;decimal;;;12;10;4;;;;;;;;;;
XpoMaster;ediout;v_BillingCharge;Units;8;;YES;decimal;;;12;10;4;;;;;;;;;;
XpoMaster;ediout;v_BillingCharge;IsLineHaul;9;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;ContactDriveRoleType;ContactDriveRoleTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;ContactDriveRoleType;Code;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactDriveRoleType;Name;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactDriveRoleType;Description;4;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactDriveRoleType;IsActive;5;;NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;ContactDriveRoleType;SortOrder;6;;NO;tinyint;;;3;10;0;;;;;;;;;;
XpoMaster;carrier;ContactDriveRoleType;CreatedBy;7;([dbo].[fns_GetContextUserName]());NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactDriveRoleType;CreatedDate;8;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;ContactDriveRoleType;UpdatedBy;9;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ContactDriveRoleType;UpdatedDate;10;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;accounting;AccountsPayableTax;AccountsPayableTaxId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;AccountsPayableTax;AccountsPayableId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;AccountsPayableTax;TaxCode;3;;NO;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;AccountsPayableTax;TaxAmount;4;;NO;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;accounting;AccountsPayableTax;TaxTransactionAmount;5;;NO;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;accounting;AccountsPayableTax;IsDeleted;6;((0));NO;bit;;;;;;;;;;;;;;;
XpoMaster;dbo;Filter;FilterId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;Filter;FilterTypeId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;dbo;Filter;JsonFilter;3;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;Filter;Name;4;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;Filter;Username;5;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;Filter;CreatedBy;6;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;Filter;CreatedDate;7;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;Filter;UpdatedBy;8;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;dbo;Filter;UpdatedDate;9;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;dbo;Filter;IsDefault;10;((0));NO;bit;;;;;;;;;;;;;;;
XpoMaster;orders;RateConfirmationComment;RateConfirmationCommentId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;RateConfirmationComment;RateConfirmationId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;RateConfirmationComment;Comment;3;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;RateConfirmationComment;NoteId;4;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;ZipId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;MarketId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;Name;3;;YES;varchar;105;105;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;pricing;v_LtRatio;EquipmentCategoryId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;EquipmentCategoryName;5;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;pricing;v_LtRatio;LtRatio;6;;NO;float;;;53;2;;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;Loads;7;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;pricing;v_LtRatio;Trucks;8;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;IntegrationStatusType;IntegrationStatusTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;IntegrationStatusType;Code;2;;NO;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;IntegrationStatusType;Name;3;;NO;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;IntegrationStatusType;Description;4;;YES;varchar;255;255;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;IntegrationStatusType;IsActive;5;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;orders;IntegrationStatusType;SortOrder;6;;YES;smallint;;;5;10;0;;;;;;;;;;
XpoMaster;orders;IntegrationStatusType;CreatedBy;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;IntegrationStatusType;CreatedDate;8;(getdate());YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;IntegrationStatusType;UpdatedBy;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;IntegrationStatusType;UpdatedDate;10;(getdate());YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;InsuranceCoverageType;InsuranceCoverageTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;InsuranceCoverageType;InsuranceTypeId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;InsuranceCoverageType;Name;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;InsuranceCoverageType;IsImported;4;;YES;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;InsuranceCoverageType;CreatedBy;5;([dbo].[fns_GetContextUserName]());NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;InsuranceCoverageType;CreatedDate;6;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;InsuranceCoverageType;UpdatedBy;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;InsuranceCoverageType;UpdatedDate;8;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;fo;v_CarrierCurrencyInfo;CarrierId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierCurrencyInfo;DefaultCurrencyId;2;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_CarrierCurrencyInfo;DefaultCurrencyCode;3;;YES;varchar;3;3;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;ReportingCodeInclusionCategoryId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;Code;2;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;Name;3;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;Description;4;;YES;varchar;256;256;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;IsActive;5;((1));NO;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;SortOrder;6;((0));NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;CreatedBy;7;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;CreatedDate;8;(getdate());NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;UpdatedBy;9;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;ReportingCodeInclusionCategory;UpdatedDate;10;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;ediout;v_BillingCommodity;BillingCommodityId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;ediout;v_BillingCommodity;CommodityId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;ediout;v_BillingCommodity;BillingInvoiceId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;ediout;v_BillingCommodity;Product;4;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCommodity;CommodityCode;5;;YES;varchar;30;30;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCommodity;CommodityDescription;6;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;ediout;v_BillingCommodity;FreightClassCode;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ServiceFailure;ServiceFailureId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;ServiceFailureCodeId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;StopId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;MinutesLate;4;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;CreatedBy;5;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ServiceFailure;CreatedDate;6;;NO;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;ServiceFailure;UpdatedBy;7;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ServiceFailure;UpdatedDate;8;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;ServiceFailure;Code;9;;YES;varchar;32;32;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ServiceFailure;CarrierId;10;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;Comment;11;;YES;varchar;-1;-1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ServiceFailure;ReasonCategoryId;12;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;ServiceFailureLocationTypeId;13;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ServiceFailure;IsDepartureFailure;14;((0));NO;bit;;;;;;;;;;;;;;;
XpoMaster;accounting;v_AccountsPayableForOracle;AccountsPayableId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;v_AccountsPayableForOracle;TransactionType;2;;NO;varchar;1;1;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;TrailerContainer;3;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;ReportingCode;4;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;MCNumber;5;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;PayeeCode;6;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;InvoiceDate;7;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;InvoiceNumber;8;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;PayCurrency;9;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;LineItemGLCompanyCode;10;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;LineItemGLLocationCode;11;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;LineItemGLDepartmentCode;12;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;OrderNumber;13;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;OrdNum2;14;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;CostType;15;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;DeliveryDate;16;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;CrossSellNumber;17;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;BOLNumber;18;;YES;varchar;140;140;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;AllocationCode;19;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;AddlOrderNumber;20;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;MWBRef;21;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;accounting;v_AccountsPayableForOracle;BatchNumber;22;;YES;varchar;13;13;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;Company;23;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;QuickPay;24;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;accounting;v_AccountsPayableForOracle;UUID;25;;YES;varchar;8000;8000;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;UserPreferredLane;PreferredLaneId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;CarrierId;2;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;UserId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;OriginGeographicLocationId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;DestinationGeographicLocationId;5;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;OriginRadius;6;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;DestinationRadius;7;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;EquipmentCategoryId;8;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;MinimumRate;9;;YES;decimal;;;16;10;4;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;CreatedBy;10;;NO;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;UserPreferredLane;CreatedDate;11;;NO;datetime2;;;;;;7;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;UpdatedBy;12;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;carrier;UserPreferredLane;UpdatedDate;13;;YES;datetime2;;;;;;7;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;AutoOffer;14;;YES;bit;;;;;;;;;;;;;;;
XpoMaster;carrier;UserPreferredLane;ContactId;15;(NULL);YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;OrderId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;OrderCode;2;;NO;varchar;100;100;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;BusinessUnitId;3;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;TripId;4;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;TripCode;5;;NO;varchar;32;32;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PartnerPayLowestAmount;6;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PartnerPayLowestTransactionAmount;7;;YES;decimal;;;19;10;4;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PartnerPayLowestCurrencyId;8;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PartnerPayLowestExchangeRate;9;;YES;decimal;;;8;10;4;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PartnerPayLowestExchangeDate;10;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;Sequence;11;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;TripDistance;12;;YES;decimal;;;12;10;1;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;TripBrokerageStatusType;13;;YES;varchar;10;10;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PriceSourceTypeId;14;;YES;tinyint;;;3;10;0;;;;;;;;;;
XpoMaster;fo;v_TripPartnerPayLowestAmount;PriceSourceTypeName;15;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;integration;Sharp4EntityType;Sharp4EntityTypeId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;integration;Sharp4EntityType;Name;2;;NO;varchar;20;20;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;ExternalOrderId;1;;NO;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;Description;2;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;OrderedDate;3;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;ExternalOrder;Weight;4;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;TotalTrips;5;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;CarrierId;6;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;CarrierName;7;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;CustomerName;8;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;OrderStatusTypeId;9;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;StatusName;10;;YES;varchar;50;50;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;ServiceTypeId;11;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;EquipmentCategoryId;12;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;EquipmentCategoryName;13;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;EquipmentTypeId;14;;YES;int;;;10;10;0;;;;;;;;;;
XpoMaster;orders;ExternalOrder;EquipmentTypeName;15;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;EquipmentTypeCode;16;;YES;varchar;200;200;;;;;;;iso_1;;;SQL_Latin1_General_CP1_CI_AS;;;
XpoMaster;orders;ExternalOrder;BillDistance;17;;YES;decimal;;;18;10;1;;;;;;;;;;
XpoMaster;orders;ExternalOrder;OrderDistance;18;;YES;decimal;;;10;10;1;;;;;;;;;;
XpoMaster;orders;ExternalOrder;PickupDate;19;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;ExternalOrder;ActualPickUp;20;;YES;datetime2;;;;;;2;;;;;;;;;
XpoMaster;orders;ExternalOrder;ScheduledPickUpEarly;21;;YES;datetime2;;;;;;2;;;;;;;;;
